1058286	1082800	ID=g91	289	248	455	955	566	473	553	606	189	596	160
1087442	1087663	ID=g92	68	72	33	46	8	25	25	9	7	20	18
1101461	1101845	ID=g93	70	76	33	49	9	26	23	9	10	23	18
1102677	1109893	ID=g94	71	78	42	65	9	33	28	13	12	25	19
1113139	1114652	ID=g95	67	78	48	57	24	44	34	27	11	25	20
1122012	1122853	ID=g96	76	78	45	57	31	31	52	28	14	75	19
1124636	1137075	ID=g97	987	1008	5717	6961	3097	3408	2994	2381	906	4743	1223
1144234	1144599	ID=g98	36	88	17	28	15	5	23	8	1	13	10
1145496	1155930	ID=g99	44	89	26	478	148	146	100	129	131	110	81
1161684	1164939	ID=g100	446	346	97	209	158	279	598	340	1599	955	377
1167539	1173123	ID=g101	131	141	208	396	405	242	405	429	75	472	155
1174115	1174515	ID=g102	190	183	183	197	343	190	358	404	321	213	115
1175190	1178031	ID=g103	162	133	67	220	233	147	241	154	243	335	91
1179782	1185550	ID=g104	932	976	1759	4761	862	890	1774	703	1662	5758	490
1188239	1189275	ID=g105	515	349	123	275	90	99	175	90	886	228	48
1206254	1207051	ID=g106	1	24	25	0	6	14	11	7	9	20	2
1209554	1223789	ID=g107	2	26	29	6	7	17	13	13	10	25	8
1250966	1253971	ID=g108	8	18	27	6	47	31	28	68	15	7	14
1254014	1258384	ID=g109	9	12	26	10	26	17	15	30	13	7	12
1260763	1261104	ID=g110	4	10	21	50	8	14	8	17	8	12	7
1263714	1276200	ID=g111	10	28	20	8	33	20	21	55	8	9	11
1286241	1286513	ID=g112	10	26	18	7	8	15	9	16	6	7	6
1298543	1301496	ID=g113	12	27	18	12	801	119	106	235	9	25	179
1302359	1303516	ID=g114	309	304	96	182	79	179	200	189	1104	684	57
1312775	1333499	ID=g115	15	35	7	36	194	53	295	1774	13	41	84
1339067	1341031	ID=g116	454	424	133	751	64	27	95	67	810	438	13
1343013	1345045	ID=g117	14	29	1	7	9	16	12	28	9	20	5
1346496	1347068	ID=g118	16	20	1	5	9	16	11	28	10	19	3
1347622	1348051	ID=g119	15	20	1	5	9	16	12	27	10	19	3
1349436	1363298	ID=g120	20	22	5	12	12	19	21	80	13	19	4
1364832	1366374	ID=g121	154	93	10	113	44	17	172	113	277	499	137
1371240	1380948	ID=g122	26	22	6	10	21	17	12	38	12	16	4
1385926	1386216	ID=g123	25	20	2	7	13	6	11	28	11	17	3
1390326	1390496	ID=g124	26	20	4	7	14	8	11	28	10	17	3
1391307	1391681	ID=g125	26	20	4	7	13	8	11	28	10	17	3
1393256	1396584	ID=g126	28	21	6	9	120	44	23	55	10	20	4
1398574	1400800	ID=g127	28	23	170	472	280	188	257	257	15	135	105
1402058	1422790	ID=g128	35	91	1446	2480	1594	1296	986	1663	25	413	432
1429209	1430350	ID=g129	201	198	150	689	401	263	451	289	475	936	89
1431259	1433285	ID=g130	342	86	185	996	2483	1181	1076	566	1329	1524	1158
1435483	1437828	ID=g131	39	21	0	22	307	27	41	185	78	126	66
1438176	1446348	ID=g132	40	18	10	12	31	5	5	41	7	32	9
1446938	1447207	ID=g133	44	23	7	14	1	0	16	37	8	17	8
1450719	1450997	ID=g134	45	23	7	14	1	0	16	38	8	17	9
1452709	1461296	ID=g135	48	25	9	20	2	4	23	47	14	30	9
1461321	1461868	ID=g136	48	24	9	15	39	3	26	51	17	55	9
1462657	1463127	ID=g137	49	25	9	15	65	16	46	991	56	127	9
1463369	1463545	ID=g138	50	25	9	15	29	1	22	95	8	20	9
1466517	1467454	ID=g139	49	25	10	15	30	3	21	98	8	20	10
1467796	1469681	ID=g140	48	25	10	18	138	144	103	4093	242	365	12
1472815	1479659	ID=g141	212	114	98	587	370	215	606	930	299	928	329
1481908	1487101	ID=g142	55	10	10	14	31	16	22	33	4	11	10
1492770	1495198	ID=g143	59	14	10	13	31	20	21	43	4	11	9
1498525	1499470	ID=g144	60	14	10	14	31	16	22	33	4	12	9
1504889	1511079	ID=g145	59	15	10	14	51	30	32	68	4	16	13
1512475	1512720	ID=g146	59	15	3	14	46	28	32	66	4	12	13
1512969	1521847	ID=g147	66	22	6	20	81	51	43	94	28	63	17
1522292	1524305	ID=g148	63	21	4	73	190	298	80	159	7	21	52
1534688	1535877	ID=g149	25	18	5	15	99	107	67	156	3	12	36
1543600	1546223	ID=g150	233	236	296	1083	779	610	1975	1603	633	1809	772
1550040	1552056	ID=g151	465	261	346	732	220	147	320	238	929	1016	70
1552668	1554899	ID=g152	169	150	25	31	306	128	314	285	406	752	75
1559470	1565567	ID=g153	254	189	203	578	331	178	352	315	243	788	70
1567311	1569592	ID=g154	372	349	290	1199	530	465	511	681	684	585	147
1576304	1576585	ID=g155	9	47	12	27	65	2	74	93	5	25	34
1580354	1582054	ID=g156	132	177	123	578	1602	529	1648	951	478	375	1104
1583224	1584581	ID=g157	304	305	192	264	539	442	669	685	1104	693	175
1585388	1586689	ID=g158	151	140	64	238	1429	419	253	258	590	222	151
1588139	1602461	ID=g159	17	38	14	30	619	521	349	528	72	460	117
1623973	1624506	ID=g160	13	29	13	25	187	0	39	89	8	23	16
1625905	1628513	ID=g161	13	29	12	25	491	567	452	1203	15	83	165
1630064	1630333	ID=g162	13	29	12	24	129	69	159	226	8	37	38
1631673	1636116	ID=g163	13	27	13	25	2655	1807	2528	6291	50	531	841
1643336	1643599	ID=g164	13	15	7	25	42	31	37	74	7	27	16
1649982	1659309	ID=g165	18	19	22	50	150	55	63	128	23	31	6
1662641	1663586	ID=g166	16	18	10	19	59	35	39	79	8	27	0
1671118	1671820	ID=g167	16	17	9	16	28	29	21	40	5	24	0
1674732	1675094	ID=g168	16	17	11	18	28	28	21	40	5	23	0
1685783	1689771	ID=g169	17	17	56	1509	4176	818	924	945	33	167	1064
1691300	1694679	ID=g170	287	103	166	444	187	78	514	155	295	1468	29
1698866	1700841	ID=g171	18	9	10	41	31	18	26	55	18	37	0
1703551	1759349	ID=g172	32	26	450	1486	109	119	89	71	44	181	30
1762784	1774212	ID=g173	111	104	1776	10980	807	845	451	301	218	1117	146
1781163	1792207	ID=g174	7	8	8	6	21	23	13	35	1	4	8
1813352	1834630	ID=g175	4	8	7	11	8	4	7	21	3	5	2
1834725	1835174	ID=g176	4	7	7	21	6	5	6	16	0	5	2
1839458	1839949	ID=g177	2	9	32	114	17	18	2	23	7	31	2
1844297	1867754	ID=g178	7	8	7	18	9	2	1	16	2	10	1
1875228	1875533	ID=g179	4	9	5	20	9	2	4	7	2	12	2
1886015	1887289	ID=g180	9	10	5	20	11	3	5	5	2	12	2
1892256	1895941	ID=g181	9	10	6	24	497	173	381	204	8	53	182
1897528	1898786	ID=g182	9	9	5	20	10	4	1	1	3	13	3
1909393	1909617	ID=g183	0	9	4	20	5	3	5	5	3	14	3
1916127	1916669	ID=g184	15	12	4	21	5	3	5	5	3	14	3
1920358	1930142	ID=g185	26	13	5	17	8	4	5	6	4	14	4
1941375	1941644	ID=g186	2	13	4	14	8	4	5	0	4	14	4
1942782	1951090	ID=g187	4	14	4	17	8	5	5	1	5	14	4
1951494	1953222	ID=g188	28	14	3	12	8	4	5	8	3	13	4
1962102	1962525	ID=g189	31	14	3	13	8	4	7	1	3	13	3
1964413	1964862	ID=g190	31	14	5	35	17	8	18	3	4	24	6
1967580	1968826	ID=g191	0	0	5	24	20	8	7	0	0	16	4
1970135	1970338	ID=g192	1	0	8	44	55	16	28	15	3	46	11
1970722	1975831	ID=g193	1	0	261	853	728	362	585	515	337	453	144
1979547	2006134	ID=g194	6	16	1	14	11	8	6	11	19	12	2
2012593	2016126	ID=g195	39	4	12	26	14	62	5	13	1	7	4
2016431	2016670	ID=g196	39	20	0	7	5	8	5	18	1	7	3
2021209	2021557	ID=g197	0	0	0	5	4	55	4	8	0	7	3
2025370	2030575	ID=g198	0	0	0	6	4	8	4	6	0	7	3
2030794	2033167	ID=g199	2	0	0	6	4	8	4	6	0	7	3
2033283	2033612	ID=g200	41	20	0	6	4	8	4	6	1	7	3
2034066	2044257	ID=g201	43	22	2	7	4	8	4	6	1	7	5
2047533	2065043	ID=g202	50	27	4	10	5	8	3	7	1	8	5
2065083	2086614	ID=g203	52	27	6	10	8	11	4	6	4	19	6
2087826	2088092	ID=g204	53	27	2	5	6	10	2	6	0	9	5
2089051	2096436	ID=g205	55	28	3	5	7	10	2	7	2	11	5
2096597	2098032	ID=g206	55	27	2	5	7	10	2	5	3	10	5
2100036	2101555	ID=g207	55	1	2	290	20	12	16	25	8	12	12
2102135	2103662	ID=g208	85	11	3	274	37	54	14	33	29	13	9
2103891	2105316	ID=g209	85	11	0	59	23	146	3	1	3	16	8
2105716	2106381	ID=g210	272	177	26	126	100	136	141	67	406	288	37
2106885	2107748	ID=g211	81	11	1	21	1052	218	7	9	1	16	0
2109187	2110057	ID=g212	115	34	18	47	203	151	220	283	90	135	131
2110709	2110960	ID=g213	81	13	2	11	1772	332	24	28	9	23	12
2111303	2111638	ID=g214	81	14	2	11	144	15	24	23	13	27	14
2111656	2111940	ID=g215	81	14	3	12	48	15	21	22	10	23	12
2113793	2116857	ID=g216	82	15	4	21	4772	48	26	35	9	29	12
2117925	2118713	ID=g217	81	14	3	11	303	13	24	26	16	28	11
2138039	2138362	ID=g218	86	17	30	31	38	13	24	21	10	32	11
2139022	2147851	ID=g219	87	17	37	57	41	13	29	36	9	34	11
2152031	2162798	ID=g220	1479	1468	2731	4826	825	807	2146	605	1234	4333	947
2163420	2166606	ID=g221	94	47	23	75	562	256	684	579	106	313	446
2167992	2168446	ID=g222	127	90	53	117	155	146	191	147	389	324	96
2168658	2170700	ID=g223	287	268	374	912	70	22	63	18	472	315	4
2171600	2172138	ID=g224	39	22	4	3	20	1	2	3	5	0	1
2173282	2174053	ID=g225	243	187	95	96	34	66	92	19	538	243	9
2175228	2175855	ID=g226	28	17	5	5	28	2	3	5	4	0	1
2176860	2181722	ID=g227	36	23	22	92	225	37	27	38	20	20	12
2183250	2185305	ID=g228	213	166	208	763	172	231	238	182	445	278	157
2187215	2219875	ID=g229	117	81	66	2911	2237	2543	339	267	93	510	35
2222476	2224784	ID=g230	109	65	135	258	102	69	110	63	314	281	22
2225964	2227616	ID=g231	335	236	158	242	90	87	202	133	473	533	42
2235598	2245706	ID=g232	22	14	2	2	0	7	1	10	1	4	0
2269698	2300538	ID=g233	13	17	5	4	54	34	14	87	3	2	4
2301365	2345026	ID=g234	25	20	11	14	30	16	5	7	6	5	6
2348543	2354895	ID=g235	36	19	14	11	17	16	16	6	8	3	0
2355452	2355721	ID=g236	1	16	10	0	13	15	8	4	0	3	0
2359218	2399806	ID=g237	19	24	22	13	383	81	117	437	12	8	27
2401275	2430744	ID=g238	48	28	18	18	21	30	11	23	11	18	2
2448171	2450041	ID=g239	42	21	0	13	11	20	12	16	10	9	1
2452655	2476713	ID=g240	43	21	5	19	17	22	16	22	9	10	1
2478515	2478873	ID=g241	43	19	0	15	11	22	15	17	8	8	1
2482321	2482511	ID=g242	43	19	1	15	11	23	15	18	9	1	0
2483491	2483983	ID=g243	43	19	1	17	11	23	15	19	9	1	0
2491430	2496376	ID=g244	865	713	252	695	5199	9552	12389	12326	3049	2836	6034
2498269	2503962	ID=g245	9	33	59	104	41	47	49	68	16	64	23
2505751	2507857	ID=g246	6	25	4	14	14	19	10	15	4	4	7
2516600	2533223	ID=g247	193	153	671	1398	880	492	743	903	167	870	221
2538122	2538400	ID=g248	147	204	203	176	130	186	209	171	395	215	77
2541409	2546749	ID=g249	263	253	1735	2959	443	315	636	342	209	1707	158
2551051	2552874	ID=g250	705	662	269	614	346	337	408	317	1766	779	145
2553431	2555588	ID=g251	71	50	372	256	99	1053	439	209	43	95	96
2564393	2571038	ID=g252	64	44	20	25	1597	701	494	904	11	363	174
2571107	2574709	ID=g253	67	46	14	16	409	168	156	169	11	175	40
2576574	2592124	ID=g254	70	43	31	45	1355	844	1152	1712	11	601	699
2592389	2595118	ID=g255	64	44	10	17	66	48	53	6	4	36	8
2602878	2605071	ID=g256	68	43	82	255	116	116	95	53	10	107	19
2610391	2615463	ID=g257	139	116	92	578	2802	1694	5603	3332	96	851	1635
2617382	2617730	ID=g258	74	45	10	19	62	30	53	4	6	35	7
2620880	2622812	ID=g259	154	124	75	216	185	115	321	237	71	374	96
2623184	2623985	ID=g260	117	71	72	154	159	69	254	176	27	275	57
2627573	2628690	ID=g261	95	60	20	32	71	41	61	41	15	38	12
2631656	2634310	ID=g262	97	60	21	32	129	161	89	72	25	58	29
2644974	2654295	ID=g263	525	310	575	1378	1189	463	1100	726	300	1652	238
2657488	2658777	ID=g264	539	482	55	286	1074	1245	1562	1360	1134	1094	848
2663659	2674921	ID=g265	130	86	21	373	2443	4426	254	774	5	79	106
2676748	2677650	ID=g266	128	67	2	24	99	22	15	22	11	31	5
2684503	2691193	ID=g267	132	72	2	25	113	45	17	24	12	29	5
2692598	2694126	ID=g268	137	75	4	13	102	33	16	39	13	33	5
2699913	2704960	ID=g269	138	81	3	13	93	19	20	35	13	35	5
2710158	2717058	ID=g270	147	76	4	16	93	20	22	33	14	35	7
2717658	2717861	ID=g271	146	76	4	13	89	19	21	31	14	36	7
2719982	2720236	ID=g272	147	75	5	13	90	19	21	31	14	36	4
2733507	2762768	ID=g273	465	581	1096	1502	389	441	419	311	812	581	121
2764919	2766488	ID=g274	164	86	11	10	1625	126	56	70	2	45	9
2766501	2766755	ID=g275	164	86	11	8	90	24	51	27	1	44	8
2771507	2771978	ID=g276	154	85	12	8	90	24	51	23	1	45	9
2775278	2776593	ID=g277	155	86	13	8	1678	26	53	24	1	45	9
2777938	2778690	ID=g278	157	87	13	13	91	25	52	25	1	45	10
2780300	2782607	ID=g279	317	229	170	425	411	302	502	402	709	642	202
2783138	2784316	ID=g280	432	334	145	440	636	585	539	238	879	827	107
2786065	2792168	ID=g281	305	240	190	197	377	385	370	178	154	232	145
2793486	2794254	ID=g282	443	218	20	42	163	138	188	55	806	381	98
2794962	2796756	ID=g283	583	508	183	190	206	189	293	97	1118	566	79
2797867	2804802	ID=g284	2327	1261	229	267	1095	1444	2208	977	4019	3781	684
2805733	2808543	ID=g285	560	456	290	345	247	146	432	211	749	1708	62
2810314	2811946	ID=g286	3745	3717	4743	10341	16149	5377	18812	4888	6775	31885	4524
2813252	2816355	ID=g287	394	231	22	149	321	96	446	527	754	1492	62
2817093	2819085	ID=g288	213	78	264	6094	2006	799	1152	384	473	861	3704
2819787	2821643	ID=g289	581	481	166	585	200	159	308	179	833	789	93
2828039	2834800	ID=g290	1206	1054	1195	1837	619	569	763	634	2421	1678	209
2835438	2836317	ID=g291	195	115	13	32	279	129	116	51	45	88	37
2836415	2837065	ID=g292	190	104	15	30	180	76	80	38	39	70	28
2838398	2839711	ID=g293	316	197	80	333	227	323	198	150	550	265	72
2840797	2847206	ID=g294	377	192	174	496	201	245	343	189	340	766	84
2847506	2856054	ID=g295	356	183	295	321	148	218	185	183	283	183	50
2859838	2872885	ID=g296	206	107	12	19	40	37	57	12	17	55	10
2874818	2875444	ID=g297	178	31	11	8	28	24	52	13	8	52	10
2877951	2881498	ID=g298	181	33	12	21	31	25	52	17	9	57	10
2882286	2887694	ID=g299	60	72	159	562	138	61	49	178	1	66	31
2894057	2899583	ID=g300	164	82	11	66	37	4	53	33	35	61	16
2902299	2903436	ID=g301	125	78	7	67	35	3	54	33	33	58	6
2905618	2905815	ID=g302	127	78	7	67	35	3	52	33	33	59	6
2906097	2906618	ID=g303	126	78	8	67	36	3	52	33	33	59	7
2914305	2915528	ID=g304	118	80	7	66	34	4	43	30	34	58	7
2916740	2917075	ID=g305	116	80	8	66	34	26	43	31	34	58	7
2919212	2919906	ID=g306	115	81	8	65	34	27	42	32	35	58	7
2930582	2930891	ID=g307	117	81	9	67	34	28	43	34	35	60	7
2937294	2937962	ID=g308	193	158	30	180	126	128	268	151	178	445	68
2938376	2938648	ID=g309	129	91	13	87	72	48	104	67	79	183	30
2943735	2944110	ID=g310	118	86	14	60	26	31	42	37	33	63	9
2946540	2957455	ID=g311	337	312	1241	6380	887	1024	1140	1110	368	2007	345
2957514	2957786	ID=g312	158	109	7	129	47	64	61	60	51	79	22
2962043	2963478	ID=g313	116	82	2	54	32	34	39	37	36	42	14
2963829	2967429	ID=g314	899	750	77	110	3213	1428	2548	6001	1439	1870	4074
2970845	2974169	ID=g315	316	220	478	931	480	274	415	404	203	490	196
2974245	2976404	ID=g316	498	174	112	354	195	99	268	358	690	638	69
2978124	2981124	ID=g317	195	79	52	1025	248	351	213	84	235	353	778
2981649	2981894	ID=g318	126	26	20	130	19	27	32	24	42	38	67
2983729	2987178	ID=g319	761	689	152	1001	309	294	412	199	1105	722	76
2987687	2991153	ID=g320	148	50	107	2061	185	587	89	150	85	33	33
2992437	2993336	ID=g321	391	275	483	745	274	105	484	170	580	1899	27
2993589	2994842	ID=g322	157	72	136	209	66	28	136	46	103	409	26
2995338	3004460	ID=g323	294	106	305	1916	725	592	1540	846	334	2244	231
3008950	3011391	ID=g324	5	32	38	77	48	30	38	55	39	27	5
3025980	3027763	ID=g325	1819	2190	2696	6023	493	249	549	325	2573	1933	93
3029765	3030757	ID=g326	61	44	55	261	1483	1565	2906	1597	490	2536	942
3032944	3033288	ID=g327	123	69	14	45	92	70	126	75	18	137	40
3035399	3036362	ID=g328	177	125	465	1665	295	292	1183	700	227	312	237
3046709	3046900	ID=g329	107	67	10	28	14	15	7	26	0	8	0
3054567	3054899	ID=g330	95	58	10	28	14	16	35	26	1	37	7
3056056	3082089	ID=g331	199	131	290	414	1404	1255	1887	574	658	4538	184
3082132	3085644	ID=g332	36	65	6	71	88	92	395	123	22	58	332
3086384	3086944	ID=g333	35	63	5	7	14	14	25	31	22	46	9
3087343	3088223	ID=g334	37	63	6	15	24	21	62	44	22	49	44
3088602	3092498	ID=g335	676	651	165	267	1176	96	1401	370	1629	3443	95
3092937	3095071	ID=g336	52	74	12	8	40	50	28	48	39	51	8
3095492	3095800	ID=g337	42	62	5	6	9	14	14	31	20	20	6
3097068	3099638	ID=g338	42	62	6	10	24	25	18	37	20	22	6
3100582	3102371	ID=g339	41	62	21	19	88	115	16	43	20	20	1
3103606	3104258	ID=g340	50	70	5	8	323	256	269	249	77	354	126
3108431	3109248	ID=g341	1029	684	67	36	232	391	3432	1108	5498	5254	1109
3114075	3143414	ID=g342	59	72	83	277	349	264	279	392	49	113	173
3143880	3151444	ID=g343	74	61	15	27	351	81	94	83	26	165	22
3155565	3156521	ID=g344	110	79	0	19	152	61	72	269	29	95	8
3170623	3182708	ID=g345	121	84	5	25	54	28	42	48	27	49	4
3183859	3187149	ID=g346	112	80	1	23	18	18	31	31	26	31	4
3187432	3187656	ID=g347	112	76	1	20	18	17	30	28	25	28	5
3194115	3215058	ID=g348	118	83	11	29	40	55	74	53	31	82	39
3216252	3224183	ID=g349	114	64	27	33	27	29	25	40	40	53	14
3225249	3225425	ID=g350	63	62	9	23	19	24	20	30	28	30	10
3225491	3226747	ID=g351	69	63	15	34	163	139	251	161	41	433	152
3228119	3232511	ID=g352	75	65	15	24	22	28	18	34	28	32	5
3232882	3240118	ID=g353	77	62	16	25	112	85	149	141	39	277	116
3240561	3240872	ID=g354	76	52	11	21	22	24	19	32	30	27	5
3242068	3251357	ID=g355	111	78	25	55	451	417	680	477	109	1122	427
3256511	3256780	ID=g356	4	57	12	19	11	15	16	20	0	4	2
3257860	3261647	ID=g357	1711	1712	246	317	68	140	355	64	2273	1230	18
3265692	3273823	ID=g358	553	596	1282	4124	1031	704	1142	1084	1316	1416	298
3275346	3275742	ID=g359	42	88	82	167	170	67	169	109	87	325	55
3275888	3278271	ID=g360	208	243	381	596	599	281	568	461	641	1019	201
3280130	3281225	ID=g361	299	231	74	153	189	220	282	250	673	305	239
3282149	3291791	ID=g362	735	726	899	2051	886	710	1001	835	841	1026	402
3293349	3302902	ID=g363	92	96	29	13	52	32	48	54	51	41	10
3305433	3305801	ID=g364	58	87	25	11	23	28	34	1	38	14	6
3306238	3309511	ID=g365	58	87	26	12	23	30	35	4	39	15	6
3312961	3313431	ID=g366	59	73	24	12	23	29	33	4	34	15	5
3319571	3319810	ID=g367	59	73	24	12	25	30	33	7	34	15	5
3320079	3327193	ID=g368	60	73	26	15	29	30	31	17	35	15	6
3328661	3329821	ID=g369	71	81	24	16	53	38	57	57	39	60	7
3334484	3335543	ID=g370	61	77	10	14	29	13	28	9	36	20	6
3336660	3356739	ID=g371	75	88	15	28	75	22	66	147	47	72	8
3357561	3358319	ID=g372	98	78	11	29	16	13	38	14	37	24	7
3367292	3383109	ID=g373	97	83	16	78	43	21	49	35	41	47	9
3384765	3386393	ID=g374	633	703	331	1115	391	187	609	427	1146	1268	124
3387492	3388166	ID=g375	198	176	455	517	140	193	343	241	399	539	99
3390542	3391598	ID=g376	170	118	27	63	1961	1205	447	503	162	287	179
3393275	3394989	ID=g377	458	424	88	226	193	251	361	157	1254	1155	114
3396275	3400737	ID=g378	114	76	47	116	259	653	33	48	173	51	17
3404609	3405115	ID=g379	112	73	5	6	9	19	15	20	32	31	9
3405565	3409071	ID=g380	113	8	23	48	10	21	19	23	2	34	9
3411877	3413469	ID=g381	325	264	109	371	112	156	142	132	1336	348	56
3414237	3415104	ID=g382	329	324	185	492	714	841	654	371	1064	642	255
3415416	3417902	ID=g383	610	602	354	609	305	111	405	89	2426	1888	43
3418417	3419657	ID=g384	199	196	46	81	33	125	81	41	308	115	20
3420227	3426267	ID=g385	342	291	331	1065	803	590	1144	1052	528	1633	643
